stars,text
1,"WOW!  I have never been to a place with service this horrible.  I may have caught them on a bad night, but I'm not giving them a second chance to find out!  I came in with a group of 4.  We stood up front for 5-10 minutes before waving someone down to be seated.  That was a mistake..  As we're waiting for a server to take our drink order, we noticed that EVERY single table had empty cups waiting to be refilled, dirty plates that needed bussing, and people with impatient faces.  There was only 1-2 dedicated servers, and they completely ignored us.  We stuck around just to see how long it would take before someone took our drink order, it was like being in the Twilight Zone.  After 30 minutes and flagging down 3 employees, we just walked out laughing, no one had even apologized for the wait, I'm not sure they even saw us leave!  It was the strangest restaurant experience of my life.  What a joke...  **EDIT**  To their credit, right after I posted this review, I received a message explaining that the Director of Operations would like to amend the situation, even going so far as to include their cell number.  I admit that I feel strange posting such a negative statement amid all the 4 and 5 star reviews, I'm assuming I caught them on a really bad night.  I'll edit this if I ever return to the restaurant, but the fact that someone actually reached out to try to rectify things says something"
2,"So, yesterday morning, I actually had a prego craving.  I was in the mood for a smoothie for breakfast.  My traditional early morning oatmeal or yogurt breakfast was not going to do.  Baby wanted something else.    I head on over to this Jack-in-the Box, which is close to work.  I pull up, order my strawberry banana smoothie, and am promptly told that the ""machine is broken"".  Uh...well that sucks!  I pull up to the window and the person tells me that the machine is leaking (at least I think that's what he said).  But would be about 10 minutes and it would be up and running.    Now knowing the smoothie issues I had this morning, I dont think that the machine was broken.  The product just wasnt ready yet."
2,"I found this place on Yelp, and went there for the lunch buffet. Having read the reviews, I had really high expectations of the place, but was sorely disappointed. Watery sambar and rasam, hard idlis, dosas with a miserly amount of potato stuffing, gulab jamuns that tasted nothing like gulab jamuns, inattentive and too few waiters, and disgustingly dirty bathrooms---in my opinion, Udupi Cafe missed the mark completely. Their a la carte menu items might be better, but I am not going back to find out!"
2,"I've known my way around Sky Harbor Airport since I was 4 years old and Terminal 1 was an actual terminal. In the time since then, their attempts to improve the airport, transportation and parking, and terminals have made it extremely confusing. Get in the wrong lane and you'll end up in the parking garage, when all you wanted was to drop off someone at the Departures curb.   Terminal 2 remains the most accessible, with a parking lot located across the street and few airlines stationed there. Because only a couple airlines now use this terminal, security is a breeze. However, it's the oldest terminal, smells bad (like rotten pizza) and doesn't appear clean.   Terminal 3 a little more of a hassle, although they have a parking garage attached to the terminal allowing you to enter any level through the elevator. More airlines use this terminal and it's much smaller than Terminal 4, making it easier to navigate.  Oh, Terminal 4. You're so nice, new and clean. You have access to great restaurants like Flo's Shanghai Cafe, Einstein's, Quizno's and more. I love Taberna del Tequila for a drink just prior to my flight inside security access (I don't like to fly, I prefer a bloody mary prior to boarding). You have tons of shops from Borders Books to local AZ tourist junk. I would like to love you, but you are just a mess. It's way to difficult to navigate your lanes to get where you're going, pick up and drop off is dangerous due to the people who pull away from the curb into lanes without looking, and security is painful- not only is there always a LONG line, but TSA agents regularly yell at people to ""pay attention!"" I dread flying out of Terminal 4 because I have to leave extra early for all the BS.  There are much easier airports to navigate and use, but we're stuck with Sky Harbor. I can only hope the light rail access once complete will help in making it a more user friendly airport."
2,"Walgreen's has the best nuts. However, they recently changed their prices and only give a cheaper, 2-for on the halves and pieces. And they upped the price (again) on the whole cashews.  I will be shopping elsewhere."
2,"7/07/10  Don't get me wrong, I still love JFG; I just didn't care for its BBQ pulled pork sandwich and fries.  The coleslaw was good, but not so fantastic that it's worth the pain after.  I thought that the pork had too much of the cloyingly-sweet sauce.  Wasn't so sweet when paired w/ the garlic toast points.  However, if you look at the included photo, you'll see that the two pieces of bread were under the pork, and therefore completely saturated w/ sauce.  I like accompanying bread to be crispy/crusty (love that crunch!), so all I had to enjoy that afternoon w/ the pork was the part that stuck out from under all that sauced meat!  What a waste (tsk, tsk)!  The boat of fries was just a complete soggy mess.  I should've asked them to sub sweet potato fries instead, but why must I pay extra to get a perfectly crisped product?  Then again, one (wo)man's treasure is another (wo)man's trash, and vice-versa, eh?  Today wasn't a great day for me w/ regards to Mr. Johnston's two restaurants (see my ""recent"" Coffee Shop review).  I hope my next visit to a Johnston concept yields a happier adventure!"
2,"Decentfood, but horrible service. Both servers walked by me three times while I was sitting inside without acknowledging me at all. I was by myself and felt as though everyone else that came walking in were immediately welcomed.  I wish I would have received the same attention. I was ready to walk out when i was finally approached. Nobody came back to check on me to make sure everything was ok after they delivered my food. Being from Vegas I am not accustomed to such non attentive service staff. I guess that flys here in Scottsdale, but I expected more from the type of clientele that they have. On a positive note, they do have a cozy place that gives the feel of a French coffee shop/bistro. Hopefully this review will be helpfull in giving them insight into making sure that every guest is treated with the same attentiveness to service."
2,It seems like there is not as much value for your dollar at Gold Medal.  We had been there since the new school opened but decided to move on.  We got a 'can't we get you to stay' call which felt like desperation on their part.  My daughter enjoyed her lessons but her favorite teacher left (as most do) and the cost was not worth it anymore.  I would not recommend them to my friends.
2,"The food is fairly good.  That's why it's such a shame that the service sucks!  Every time I have gone there, they take forever to bring you water, take your order, bring out food, everything - even when you are the only people in the entire place.  They are always unfriendly.  Out order has been incorrect on a couple occasions.  I really wish they had better service.  I just won't go there anymore because of that."
2,"Food was amazing but the service was horrible! I would suggest to take out don't dine in. I ordered the eggs Benedict, instead of Canadian bacon, they put crispy bacon on it served it with hash browns and a salad with a balsamic vinegarette.   The two girl working there were so unprofessional from their interaction to the attire."
2,"I rarely disagree with the average yelp ratings... I tried Blue Adobe based on great reviews but was greatly disappointed.  I really can't find a redeeming quality about the night... I had their ""killer margarita"" which is a cheaper house margarita, it was lousy, i was a bartender for some time myself, there is no reason to make a margarita that bad, you can do better, especially here in AZ we are a mecca of citrus!  The bean and cheese dip appetizer was uninspired, nothing special... I saw lobster tamales on the menu and couldn't get past them, i could not think of a way that someone could make a tamale with lobster and make it well, so i was really excited to see how they do it... poorly was how they did it, lobster was over cooked there was very little of it in the tamale and the biggest issue was exactly what i thought it would be, the corn masa just overpowered the little lobster that was in the tamale... they could have put imitation crab in there and saved them self a bunch of money and it would taste the same... it just doesn't work! There was a raspberry chipotle sauce on the side that was very good, but again this too took away from the whole point of the dish: the lobster.    tried a chimmichunga, whatever, not special.    service was no good, our waitress was very frantic, I felt like i was a burden or a bother to her (and no, I'm not. I've spent years in food service, makes you very kind to your server)  It seems like snow birds keep this place in business, the restaurant was full of them... they must forget what their experience was like over the summers..."
2,"It's ok, quality . Service was below par, although they were really busy. Fries were good and endless I guess that's good.. But, I was looking for a good burger, too bad I didn't find it here."
2,"Food is OK - sometimes good - used to be great.  The service is terrible and a 25 minute wait for lunch on Saturday at 1:00?  Seriously?  It seems the restaurant relies on takeout - hostess ignored folks waiting to get on the wait list (irony intended) to serve carryout customers - could the tips have an influence? We were finally seated - had Shrimp Pad Thai and Red Chicken Curry - the curry was very good, but shrimp was overcooked and the dish tasted substantially different from last visit.  The restaurant is incredibly loud, to the point of distracting.   We used to go here often, but will be eating at other places from now on when Saturday shopping."
2,"A huge disappointment.  I had been looking forward to getting to Iruna and experiencing what I thought would be an experience to all the good food, service and times once had at Sol Y Sombra.  Joke was on me and my friends!    I would give the service 1 star, but because a few of the dishes were very tasteful, I am giving two stars.  The waiter was nice, but did not belong in the service industry.  He called us ""dudes"" (I wasn't on the beach and he wasn't wearing swim trunks, no need for ""dude""), he kneeled on the table bench directly behind us, basically breathing down my neck when he talked (gross), never asked us how the food was, even when we didn't touch more than 2 pieces of the calamari (that was saturated in oil and desperately needed a few squeezes of lemon).  He took dishes away that we were not finished with.    The food was good - some dishes were great and some were not good at all.  The romesco sauce served with the croquettas was delicious! I could have eaten just a side of the sauce alone.  It has just enough spice and the flavors were spot on.  The trout was another delicious dish.  The fish was cooked to perfection and everything on the plate hit the palette in all the right places.    The calamari was awful.  It was over fried, and instead of serving with a lemon wedge, was served with a citrus aioli - the concept would have been great if worked with the dish. Even after taking the lemon from my water and squeezing on the dish, it was not appetizing.  If you check them out online and want to go try them for happy hour - sit at the bar (maybe on the patio, I didn't ask) but we were seated in the actual dining area and then told the HH menu was only available at the bar.  No biggie, but not the best way to attract repeat customers.    The space itself is very nicely decorated, it was comfortable and had a lot of details that worked well with the rest of the decor.    Overall, I think they did a great job with the space, if they tweaked just some small things with some of the food items, they could make them much better and as for service - contrary to popular belief, just because you're in Scottsdale, doesn't mean your staff should be wearing Ed Hardy t shirts and calling customers ""dude""."
2,"Get the White Chocolate but leave the Strawberries and Cream flavor, too faux-berry/chemical tasting."
2,"I feel sad to write this...but Vincent needs to improve things or his place will be only a past memory.  I'm ok with that based on the dinner I had there recently. The restaurant was packed...but with people who had Groupons...I only wish I had because my dinner would not have been 177.00.  Too much for a weak and sad plate of out of date food. We had the Foi Gras, small portion and so/so:(...Duck chimichangas they were decent. The wild boar was a tiny serving...we were fine with that because it was tough and difficult to chew.  It was accompanied with a hospital style vegetable medly of green beans with carrot shreds and minute white rice.  We also had trout..it was covered in a heavy white sauce (French) and had the same veg medly and white rice...seriously like the hospital food...or a big banquet service.  It was edible...but not great...We each had a glass of wine.  No dessert for us...it was hot in there and the arches and decor reminded me of a taco bell.  I wouldn't even go back if it was a free meal:("
2,"Back from holiday and had some amazing soups that made me reflect back on my experience here.  I have to preface this review with that the owner here is quite lovely and I'm sure has the best intentions, but unfortunately the soup was sorely lacking.  As a proponent of organics, I had my hopes way too high.  Well, first of all it was a bit confusing if we were to order at the counter from a very smudged, unreadable chalk board or if we were to be seated.  The owner appeared from the kitchen and said to have a seat eliminating our initial confusion.  To keep this review to the point, we ordered a smoothie, bland.  A frittata, very small and actually strange as if it might have been cooked in the microwave, need I say more.  Two bowls of soup, one was a bean with kale, unfortunately the beans were not thoroughly cooked and the flavor was not allowed to develop.  The other a red pepper concoction, that another diner suggested, was one dimensional and needed copious amounts of help sprinkled with some love.   When paying these boutique prices one expects and should get a better quality, culinary creation.  These soups needed proper development and herbal infusions that the kitchen obviously lacks.  I would like to offer a suggestion that may help her, so she can spend more time with the soup prep and less time running around the table up front, and that is to consider a different style of service.  The place is so small that she could have customers order from the chalkboard, if readable, and then deliver the orders.  I wish her the best in her endeavor."
2,"Being new to the Phoenix area we were looking forward to finding a Thai restaurant, since we eat Thai fairly often. Going off of the Yelp reviews, we decided to try Swaddee. We ordered the Tom Ka soup with tofu instead of chicken, and the Pad See-ew with soft tofu, and the veggie rolls (to go). The veggie rolls were tasty and larger than we're used to, which was a nice surprise. The Tom Ka soup was a little more sour than we're used to, but overall still tasty. However, it was almost $11 which we felt was about double what it should have cost. The Pad See-ew was the most disappointing part of the meal. The flavor was fine, nothing special but not bad. However, it was pretty dry and sticky, like you'd expect from a cheap college Thai take-out joint.  Overall nothing really stood out. We had high hopes since the meals were on the pricey end for take-out, but we've had far better Thai for half the price. We'll keep looking for a better Thai place to become our local go-to!"
2,...for selling broccoli at a good price I gave them a chance. ...for selling celery that was already rotting I won't do so again.
2,such a confusing airport
2,I don't know how this place stays in business. The menu is so limited. Would you like chicken or chicken? Chicken in a pita? Chicken on some lettuce? Chicken rolled in a tortilla? And the pita chips are bland! Yuck! And  the potato salad has something in it that is way too tangy. I've only been twice and tried different dishes both times but I just don't get anything greek about this place.
2,"Not bad, but not great.  Service was really friendly, and prompt.  Food was ""meh"", maybe I just ordered the wrong thing."
2,"I've never had Thai food before so I suppose I have nothing to compare it to, but this restaurant didn't serve very tasty food. Maybe it was just what I ordered. I don't know. Plus it had a funny smell. It wasn't terrible but I'm not going back."
2,"The pizza here is very good, but i would warn anyone who is thinking to have it delivered, to think twice. Their system seems to be manual and we were actually asked ""are you in our delivery zone?""  After 12 minutes on the phone i gave up and decided to save the  $5.50 delivery charge and pick it up myself.   They are one of the best pizza's in the tukee area, but if you are going to go to a place that charges the max for their pie ($85 for 4 pizzas) , i would suggest Florencia in this area.   This is our second time trying them, first was eat in, and now pick up, i would rate the overall customer service very low, enough to bring a 4-5 star place down to a 2."
2,"The only thing that this Krispy Kreme location has going for it is convenient location and a drive through. You will not see any dough-nuts being made here which is sort of part of what the Krispy Kreme experience should be. Seeing them being made; ordering them as they come out so they are still warm for your first bite.  Now then let's consider this review then as if this was a regular dough-nut shop and it also does not stand up. The mom-and-pop  shop I have closer to me makes better tasting ones, but it is probably because they make them right then and there.  I am assuming that they are hauling the ones they do sell here from a different location or a centralized place where they make them, which completely explains why the glazes, etc. taste as if they have been sitting for a while. They are still ok dough-nuts.  The other thing that this place lacks is in the coffee. I ordered a coffee and the person had one of those Super-sized Shamrock farms half-and-half containers and asked us if I'd like some in my coffee and to tell her when to stop. I am sorry but, who puts anything on their coffee without even tasting it first. Not me that's for sure. Worst experience getting coffee here.  Bottom line: The dough-nuts here will not be what you would expect from Krispy Kreme and forget about ordering coffee that will be to your liking."
2,"Went there for lunch.  Split a chopped salad and a deviled eggs.  Large portions.  Salad was a bit heavy on sauce, but I liked it.  Deviled eggs had some truffle oil which made them pretty good.    Burger was gigantic.  Ordered onion rings that were just not good at all... must be frozen pre-bought, which sucks.  Burger kind of tasted oily bland.  Tried to add mustard, and it wasn't terrible, but for an upscale burger at $12 expected just a bit better.  Companion had sweet potato fries which were much better.  Service even though the place was dead was very slow.  Not unfriendly, but they need to realize people that go for a mid-week lunch usually don't have 1.5-2 hours to eat.  All in all, it wasn't a terrible experience.  I really like the ambience... love the modern look of brick and blackened steel.    But I'd probably be more interested in coming here for beers and drinks with a couple appetizers, than a sit-down meal.  For a meal, there are just much better central Phoenix locations."
2,"Ordered a large cheese pizza. The crust was ok, not very flavorful. The pie had a pool of grease covering it. This pizza had a bland sauce and very little of it. It just seemed that minimal effort went into the pizza. This pizza is not worth a second visit."
2,"2.5 stars  The short: Open and clean setup with friendly staff, but it's basically just-ok carby kid food.  The long: On the south side of Thomas, just west of 44th St., turning left into the lot can be a bear during peak traffic, but it's otherwise fairly accessible for people driving in from the west or walking up, like I did. The inside is wide open and clean with plenty of chairs and tables that were just a little too cluttered around the restaurant floor plan. Otherwise, it doesn't stick out much from other fast food joints. I went during the middle of a somewhat busy lunch period, and who seemed to be the head cashier loudly greeted just about everyone who walked in the front door on the other side of the restaurant. My cashier was friendly and quick, though he seemed a tiny bit frazzled by the small rush.   I ordered The Box combo and a lemonade to go and headed back to my office a short 5-minute walk away. I hoped the freshly squeeze lemonade would be awesome, even if they did charge only about a dime more than fountain drinks for a regular. Although I could taste the lemon, the drink was so sweet, it may as well have been from a mix or carton. The Box comes with a small container of sweet coleslaw dressed in a lot of mayo, a slab of soft-in-the-inside, perfectly browned-on-the-outside toast, somewhat slightly crisp, thin crinkle cut fries, a container of Cane sauce (which tastes like burger sauce), and, of course, four chicken strips. Unless you're me and you get only three chicken strips . . . or two smallish chicken strips and one big chicken strip that maybe they counted as two, but really, halfway through the meal, you're so carbed-out full that you don't miss anything aside from the extra dollar you paid for that extra chicken strip. The strips were fine. It was real chicken, and true to advertising, it was fresh. Sort of crispy, but not as crispy as I'd hoped, or even expected. Tender and moist enough to not be bad. But not special. All of it was pretty one-note. I can't even tell you what part of the meal I liked best . . . maybe the toast. Coincidentally, every time I took a bite of that toast, I'd think, ""This is the most random slice of toast ever. What's it even doing here?""   So, it's fine if you're like me and want to try every new eatery that opens near my home or office and appreciate the novelty of places like this, but personally, I won't be making a return visit.  Edit: I almost threw my drink cup away before I noticed the giveaway pull tab on it--I won a free slice os Texas toast! How do you like them apples? =)"
2,"This is one of those reviews where a qualifier is required.  It seems like everybody that gives this transit system a good rating is a Phoenix native.  That makes this, like so many other things, good for Phoenix.  The problem is that it's terrible compared to nearly every other metro system in North America and absolutely abysmal compared to more progressive parts of the world.  This is quite possible the slowest train that I have ever ridden in my life.  It seems to make stops every two blocks and it take far too long to get anywhere.  Factor in the terrible hours of operation and you're going to easily find yourself stranded at one end or the other after a night at the bar.  Please work on expanding the routes and hours, speeding up the trains and then maybe you'll be able to increase ridership.  I'm a huge fan of mass transit but this train falls far short of expectations."
2,"Wow, servers were a bunch of stuck up b's in corset's... that's original. Didn't eat, but wanted to check out the crowd on a Friday night.  Bleh... typical NoSco crowd of gym jockeys in Affliction shirts two sizes too small... late 40's women with enough botox to look early 40's and a few lost 20 somethings stretching to pay $12 for a drink.  The cover band made it an easy decision to bail and salvage the night at Eddy V's with some great oysters and live jazz from actual musicians."
2,"- the location is excellent - the food is mediocre, and milder than they advertise - the wait staff is polite and bland.  At several opportunities, they were missing for more than 5 mins. - the bill will be higher than anyone expects  Bottom line:  don't bother"
2,Now they are using a hand held drill to buff toenails during their pedi instead of just a quick file.  I can definitely see grow out difference on my nail bed.  Not good.
2,"This Safeway is nice and is close to my house, but after visiting this weekend I have to stay I am going to stick with Bashas. The prices are definitely higher on my normal items at Safeway. Also, I know Safeway can't really control this, but the vibe is not as friendly. The parking lot was packed, there were grumpy folks looking for spots. This is the same Safeway that my husband was at when a guy and his girlfriend walked up to him and offered him $5 to help get him a hair cut. My husband's hair wasn't even that long (maybe an inch or two). I don't know what it is that draws that type of crowd, but Bashas has a much more home-town feel."
2,"Honestly, not that exciting. I heard a lot of hype about it from ASU friends of mine but I wasn't impressed. It was just your run of the mill Mexican food. And I didn't like that you ordered at the counter and got your chips in a paper gravy boat. The whole concept of the resturant would flow so much easier if it was set up like a regular sit down Mexican resturant. But appreantly it makes wonderful hangover food. I dunno."
2,I went to Arriba last night with my wife and another couple.  I have been to this location a handful of times and always had the same result.  The food was okay but the main problem here is the super slow service.   It took us nearly two hours to eat dinner here.  It took forever to get our chips and salsa.  It took us nearly as long to get our drinks.  Forget about refills.    When our food finally arrived we asked for an additional plate but never got it.  I asked for a water when our food came out and got it after I was 3/4 done with my meal...and I do not eat fast.  Our waiter was friendly but hardly ever checked in with us.  When we asked for the check he said he would bring it in five minutes.  His five minute deadline was not met.  I don't think I will be eating here again.  I have given them too many chances.
2,"Eh... pasta is way to salty.  Just just cause Mario B says cook your pasta in salt water, doesn't mean you have too and then dump salty sauce on top of it.  Tried to tell the manager but got blown off.  Just because you work for FRC doesn't mean you know what good food is.  Also, pizza greasy."
2,"I'm not impressed with their medium to high priced menu. Sushi is never cheap, but the quality of the sushi rolls and presentation is a bit messy and not impressive for the high-end decorated type of restaurant. I've had way better quality, presentation, and taste at other sushi restaurants that are not high-end. I guess we were paying for the ambiance and decorations more than anything."
2,A pain to get in and out of. I dread each trip I have to take to this place.
2,"The ice cream floats were great! I know because we ordered 5 of them!   The food on the other hand was not so good. We ordered the kids cheese pizza, grilled cheese sandwiches, pastrami, pastrami ruben and a cheese burger. The pizza was not edible (too hard). For the price of the entrees, it would have been nice to offer fries or fruit instead of chips or lower the price.   The staff was attentive and nice!  The atmosphere was great for playing I spy.  Would visit again but only for soda and ice cream floats."
2,"Ate here at lunch today for the first time. ""eh"" is all I can say. I came in around 12:45 and even though no one was behind me in line the twerp at the counter made me feel very rushed.   I ordered a Turkey Tom. This was basically a big white dried out sandwich roll with a couple of slices of turkey, a butt-load of shredded lettuce, a couple of sliced tomatoes and some mayo (I requested no sprouts which are normally also included). What is supposed to be gourmet about that? The sprouts?    I also grabbed a chocolate chunk cookie. Not even worth eating the whole cookie. Really.   I see no reason to return and don't understand how they can call themselves gourmet..."
2,"With regard to AMber W.'s points  1. I'm rating the food not the containers or the owners 2. If it makes you feel better eating subpar food because of the American Spirit so be it. Others of us are more concerned with the food itself. 3. I'm not downgrading it because it's not a sit down restaurant. Even among non-sit down restaurants or ""fast food"" style Indian themed eateries, this place is subpar. I've eaten at quick Indian eateries and they are much better than this. 4. My review is for people who understand and can appreciate good Indian food. It's not for people who value text service, nice containers and chatty owners. 5. I want to support mom and pop and locally owned restaurants but I also want to support good ones and not encourage bad ones to emerge simply because there is no competition for Indian themed restaurants here."
3,"Loved the room and its functionality but this same room made me want to punch myself in the face.  I'm a young professional in his mid 30's who likes to party and understands what the W brand provides (especially on the weekends during moneymaker time) but when their DJ on Saturday night sounds like he's spinning from your bathroom, it makes for a tough stay.  Got home at 12:30 a little buzzed and had a rave in my head until 2am.  Finally got to sleep and loved the room and hotel otherwise, but this will leave you with a bad taste in your mouth. Maybe it's just a few rooms but 205 is a bad number here."
3,"My parents love pho so I've practically been enjoying Vietnamese cuisine since the womb. Ha! No wonder I love it so much myself that it was always on the weekly dinner rotation when I lived in OC. Alas, I moved to North Phoenix and I dont have little pho shops or boba cafes on every street corner. I've learned that I have to drive a ways to Chandler/Mesa to satisfy these cravings. Imagine my surprise when the husband and I noticed Tea Lite Cafe when we changed up our movie theater location this past weekend. Of course, we had to try it out and we'd been dying for some pho for months now.  We both ordered the beef pho and took a seat. The place is small but there's plenty of seating and still feels spacious. The cashier up front was super friendly and welcoming which was nice. We didn't have to wait too long for our food to arrive...another plus.   The pho itself has really tasty broth and the beef was nice and tender. I was disappointed by the small portion of bean sprouts, mint leaves and limes that accompanied the soup. I'm used to overflowing plates of these veggies so I can load up my soup to my heart's desire. In fact, my hubby usually counts on me doing this since I end up eating all my veggies and leaving most of the beef for him. Double ha! But the lack of sprouts and mint leaves didn't put a damper on the great taste of the pho. What I did miss was the traditional pho ingredients like tripe, rare steak and tendons. I know, I know...sounds intense but trust me it makes pho taste soooo good. I guess I just have a usual when it comes to pho so I was a little disappointed when I couldn't satisfy my craving to the utmost degree. Woe is me.   But let me conclude by stating again that the pho here is really good and has a great flavor to the broth. I think the hubby and I will go back since it is so conveniently located to us. It'll definitely do in a pinch although I am sure I will occasionally find myself making the trek to get me some tripe!"
3,"Their food isn't bad, it's pretty hard to mess up gyros, rice, salad, and fries.  When it comes to this type of food it really comes down to preference.  For me, I didn't care for this place.  I like crispy fries, their fries are soggy.  I like Beef & Lamb gyros, theirs are Beef only.  I like a mixed green salad with light onion, they serve a shredded romaine salad with heavy onion.  Their prices are fair, portions large, and service friendly, it's just not for me.  They did have a lot of sandwiches and burgers that looked good, if that's your thing."
3,"Whew!  What a hike.  Coming from Colorado, though, the relative comparison makes it just a 3.    Firstly, it's definitely treacherous.  When we arrived between 730 and 8 on a Saturday morning, there were about four, maybe five firetrucks in the parking area...these rescue/aid teams just camp out there, I think, because of all the doofuses who don't plan accordingly waterwise or overestimate their ability to make this climb.  Also, two different areas of the Echo Canyon trail are especially steep and potentially slick, so they've installed some metal railings to help you along there...but only if you've got some gloves or if the temperature is moderate (uhhhh,...that doesn't really happen in Phoenix during the day in summer), because those damn things get hot enough to fry an egg.  Also - water, water, water.  Bring a LOT, or top off at the start of the trail before you go up (though the water out of that tap attached to the water fountain is about 85 degrees, yuk).   It was a fun jaunt.  The view was worth it - not entirely picturesque as far as nature goes, but it was nice view of the city and surrounding area.  If you go, just be wary of the sun/heat, and know that you'll be clambering over and around boulders and such.  (If you trip, it's CURTAINS!)"
3,I decided to check this place out after getting a coupon in my Savvy Shopper magazine for 25% off. I am a fan of all of the little self serve yogurt places popping up but I must be honest that this place is no different than all of the rest. Be careful that you don't overload your cup or you will end up paying a lot by the time they weigh your dessert!
3,"I have been through plenty of airports around the world and I have to say that this one is on the better end. It is easy to navigate, clean (from what I have experienced), and makes getting to and returning rental cars a breeze.   As in most airports, those who are not used to recent travel REALLY hold up the security check line. I would think they would want to be prepared and get through that check as quickly as possible and I held my breath when one young lady came back out in search of a 1 quart zip lock bag, fearing that we would have to evacuate the terminal for her breech, but we were all able to make our flights.   A word to pet lovers who insist on traveling with their four-legged friends: allergies and asthma plague a large number of people and difficulty breathing caused by YOUR pet presents an unexpected glitch in their travel day.   PLEASE CONSIDER LEAVING YOUR PETS AT HOME. An unplanned trip to the ER as a result of YOUR inconsideration should be YOUR responsibility. What do you say about that, health care providers???   In all my travels, this has been the only time I have been stuck behind the hairiest cat I have ever seen in my life because its owners had more baggage than humanly possible to manage. Clueless to others distress as the owners, their pet left wheezing, sneezing, itching, gasping travelers in its wake. Are you from Naperville?"
3,"I have some issues with this place, but you can't avoid BRU when you are having a baby. It's got convenience, selection, and price going for it.   We set up a baby registry here mainly out of convenience. It was fine, but I started noticing that they'd randomly discontinue items from the registry and about a week or two later put them back on.   They aren't always the cheapest, but when you are strapped for time, trolling the Internet for deals isn't going to happen, and this is where BRU scores. They know they can get you when you are harried and need whatever.  The bathrooms are grody here. After being pregnant, I've seen a lot of bathrooms. It seems like a store catering to pregnant women, new moms, etc. would have nicer bathrooms because the likelihood is that we'll use them 9 times in a hour trip.   Staff is generally friendly, and the store is well organized.  Selection in store is good."
3,"Haus Murphy's was my first German food experience ever. The cuisine was OK but it isn't something I'd shove people down to get to.   I went with a friend who lived in Germany for a bit and he said that Murphy's wasn't quite up to par.   We ordered the sausage sampler as an appetizer. The sausages were tasty, but they were a bit cold. For something that is labeled a ""sampler"", I felt disappointed with only two types of sausages served in it. I don't know for sure what types they were, but they didn't taste unique to me, as it seems like you can purchase them in the meat section of any supermarket.   The sausages were served with three types of condiments. A sweet style mustard, a Dijon style mustard, and ketchup blended with curry, which I'm told is a recent favorite of the German kids brought over from Turkish immigrants.   For our entrees, we all had some type of schnitzel. That same friend told me to try the Wiener schnitzel as it is the representative item when you think of German cuisine. So all our schnitzel's came out and mine was the blandest. My friend's schnitzels had different gravies, toppings, and stuff and my poor little Wiener schnitzel was just bland and all alone. You have to get that Wiener schnitzel wet with gravy !   No biggie, I'm a foodie so I'll eat it. A schnitzel is basically German country fried pork. Not super exciting. I copied my friend who lived in Germany and substituted potatoes on the side for spatzle, as I wanted this experience to be as authentic as possible. I don't know if it's just Haus Murphy's, but the spatzle was kind of bland, even with the gravy.   I do however like the word spatzle. If I ever visited Germany, I would only say spatzle, to everyone. I also liked the other thing that was served with the entree. It was kind of like a mashed potato mixed with some creme sauce, onions and some kind of green vegetable or herb (probably spinach).   The beer here was good authentic German beer. I didn't get drunk, but I still don't remember what kind I had, you'll have to experiment.   Service was excellent. I read some reviews that said Murphy's was slow but everything came out quickly and evenly for us. The waitress was very friendly and they spoke lovely German (not that I speak ANY German, but it sounded sexy). She was very helpful in describing everything, from the food to the beer.  I ordered a BAP (big ass pretzel) to go. Philly is known for some pretty good pretzels and this BAP was good. It was expensive, but it came out warm, soft & chewy. The only thing is they went a little heavy on the salt.   To steal and modify a quote from a Seinfeld episode: ""That big ass pretzel made me thirsty""!    Note* They don't actually have it on the menu as a BAP.  Would I return to Murphy's? Ehhh, yeah to try some of the other things, but I definitely can't see it as a place that I would be a regular at."
3,"I visited Carly's for a weekday lunch when I was downtown for work. Here is the rundown: 1) parking is horrid - common downtown, so take the lightrail (the stop is on Central and Roosevelt) or bring a fist full of quarters for the meter 2) it is crowded! well it was when I was there 3) the service was pretty good considering how swamped it was and I told the nice server I was in a hurry and she was able to take my order from soup to nuts in maybe 10 minutes even though their credit card machine was down 4) I ordered a gyro and their orzo pasta salad, the gyro was mediocre and bland but the pasta was wonderful  I will definitely try Carly's again when I am not rushed, the interior is hipster, funky, low key and the staff was very friendly."
3,"5 stars if you are rich and love to throw your wad around  1 star if you are on a budget and think plastic surgery is terrifying  3 stars if you enjoy window shopping, gawking at the snobbery and mock the fact that some people will spend $3000 on a ugly brown canvas purse with little ""LVs"" printed on it because it makes you feel good about yourself.  4 stars if you go during a mega-sale weekend when the ""normal mall chain stores"" have clearance - (Bath and Body Works, Gap, Express, Dillards etc, but they also have an H&M)  All in all, SFS is a sight to see for the good and for the bad. At the end of the day it makes me want to escape to hills where people put value on the important things in life and not what brand your sunglasses are."
3,"We visited for the annual Local First Fall Festival. There was no parking available, so we had to go across the street. There were also too many people, so crowding and navigation were problematic. There were a good number of tents offering free samples. It was great to try food from several local places, since we got to discover new places to visit later. Unfortunately, none were selling food, so we couldn't also get lunch on the spot and had to go elsewhere for a full meal. I like this event as a way to try food samples and explore potential places to visit in the future."
